Name,Symbol,Exchange
Swarna Securitie,531003,BSE
Raymond Realty,RAYMONDREL,NSE
Captain Polyplas,536974,BSE
Hemant Surgical,543916,BSE
Jindal Drilling,JINDRILL,NSE
Five-Star Bus.Fi,FIVESTAR,NSE
Kasturi Metal,544688,BSE
Shreyans Inds.,SHREYANIND,NSE
Blue Dart Expres,BLUEDART,NSE
Ausom Enter.,AUSOMENT,NSE
Gopal Snacks,GOPAL,NSE
Thaai,TCL,NSE
Paramount Comm.,PARACABLES,NSE
Shraddha Prime,531771,BSE
Maxposure,MAXPOSURE,NSE
Oswal Agro Mills,OSWALAGRO,NSE
Saptarishi Agro,519238,BSE
Deepak Nitrite,DEEPAKNTR,NSE
Alphalogic Tech.,542770,BSE
Vinyas Innovativ,VINYAS,NSE
Paramount Dye,PARAMOUNT,NSE
Indian Toners,523586,BSE
Radico Khaitan,RADICO,NSE
B P C L,BPCL,NSE
Thermax,THERMAX,NSE
Galaxy Surfact.,GALAXYSURF,NSE
Cords Cable,CORDSCABLE,NSE
NIBE,NIBE,NSE
Euphoria Infotec,544094,BSE
Akums Drugs,AKUMS,NSE
Balaji Phos.,BALAJIPHOS,NSE
Mini Diamonds(I),523373,BSE
Wise Travel,WTICAB,NSE
Halder Venture,HALDER,NSE
Bright Brothers,526731,BSE
NMS Global,522289,BSE
Regaal Resources,REGAAL,NSE
Wheels India,WHEELS,NSE
Rex Pipes&Cables,REXPIPES,NSE
Galaxy Bearings,526073,BSE
Carborundum Uni.,CARBORUNIV,NSE
Flair Writing,FLAIR,NSE
Cropster Agro,523105,BSE
Walpar Nutrition,WALPAR,NSE
Marine Electric.,MARINE,NSE
DJ Mediaprint,DJML,NSE
Powergrid Infra.,PGINVIT,NSE
Shri Hare-Krish.,SHKSIL,NSE
AAA Technologies,AAATECH,NSE
Emmforce Auto.,544166,BSE
Man Industries,MANINDS,NSE
Mankind Pharma,MANKIND,NSE
Spectrum Electr.,SPECTRUM,NSE
Eimco Elecon(I),EIMCOELECO,NSE
Kalpataru Proj.,KPIL,NSE
Torrent Power,TORNTPOWER,NSE
Weizmann,WEIZMANIND,NSE
PDS,PDSL,NSE
FDC,FDC,NSE
NRB Bearings,NRBBEARING,NSE
Pennar Industrie,PENIND,NSE
R&B Denims,RNBDENIMS,NSE
Future Market,FMNL,NSE
Responsive Ind,RESPONIND,NSE
Siemens,SIEMENS,NSE
Maitri Enterp.,513430,BSE
Asarfi Hospital,543943,BSE
BLS E-Services,BLSE,NSE
JFL Life,JFLLIFE,NSE
Rossari Biotech,ROSSARI,NSE
ANI Integrated,AISL,NSE
Forbes & Co,502865,BSE
Alpa Laboratorie,ALPA,NSE
TCI Express,TCIEXP,NSE
Manoj Vaibhav,MVGJL,NSE
Technocraf.Inds.,TIIL,NSE
Cool Caps,COOLCAPS,NSE
VRL Logistics,VRLLOG,NSE
Mangalam Alloys,MAL,NSE
Bright Outdoor,543831,BSE
United Heat,UHTL,NSE
Deepak Fertilis.,DEEPAKFERT,NSE
Kilitch Drugs,KILITCH,NSE
Trust Fintech,TRUST,NSE
Sheetal Cool,SCPL,NSE
Dynamic Services,DYNAMIC,NSE
Bharat Seats,BHARATSE,NSE
Onward Technolog,ONWARDTEC,NSE
Madhav Infra,539894,BSE
Lodha Developers,LODHA,NSE
Paras Defence,PARAS,NSE
Manaksia Coated,MANAKCOAT,NSE
Maximus Interna.,540401,BSE
Tejas Cargo,TEJASCARGO,NSE
Kalyani Steels,KSL,NSE
Sameera Agro,SAIFL,NSE
Siddhi Cotspin,SIDDHICOTS,NSE
Beardsell,BEARDSELL,NSE
BEML Ltd,BEML,NSE
ITL Industries,522183,BSE
WPIL,505872,BSE
Patanjali Foods,PATANJALI,NSE
Mindteck (India),MINDTECK,NSE
Sigachi Indust.,SIGACHI,NSE
Shree Tirupati,TIRUPATI,NSE
Sudarshan Pharma,543828,BSE
Active Infra.,ACTIVEINFR,NSE
Modison,MODISONLTD,NSE
Tejas Networks,TEJASNET,NSE
Focus Business,543312,BSE
Carysil,CARYSIL,NSE
SAL Automotive,539353,BSE
Xchanging Sol.,XCHANGING,NSE
La Opala RG,LAOPALA,NSE
India Nipp.Elec.,INDNIPPON,NSE
Patel Engineerin,PATELENG,NSE
Zee Learn,ZEELEARN,NSE
Vintage Coffee,VINCOFE,NSE
Cyber Media Res.,CMRSL,NSE
Signpost India,SIGNPOST,NSE
Resonance Speci.,524218,BSE
CEAT,CEATLTD,NSE
Swasti Vinayaka,510245,BSE
Firstsour.Solu.,FSL,NSE
Elnet Technolog,517477,BSE
TVS Motor Co.,TVSMOTOR,NSE
Sh. Rama Multi.,SHREERAMA,NSE
Sinclairs Hotels,SINCLAIR,NSE
HRH Next,HRHNEXT,NSE
eMudhra,EMUDHRA,NSE
Updater Services,UDS,NSE
Getalong Enterp.,543372,BSE
Punjab Chemicals,PUNJABCHEM,NSE
Sarda Energy,SARDAEN,NSE
Pulsar Intl.,512591,BSE
Happiest Minds,HAPPSTMNDS,NSE
Intense Tech.,INTENTECH,NSE
DU Digital,DUGLOBAL,NSE
Pramara Promotio,PRAMARA,NSE
Latent View,LATENTVIEW,NSE
Pune e,544141,BSE
TVS Holdings,TVSHLTD,NSE
B2B Soft.Tech.,531268,BSE
Permanent Magnet,504132,BSE
Sudarshan Colorants,SUDARCOLOR,NSE
Mazda,MAZDA,NSE
Jindal Capital,530405,BSE
Guj.St.Petronet,GSPL,NSE
Shri Balaji,544074,BSE
Bata India,BATAINDIA,NSE
Granules India,GRANULES,NSE
Hisar Spg. Mills,521068,BSE
Bharat Road,BRNL,NSE
United Polyfab,UNITEDPOLY,NSE
Kritika Wires,KRITIKA,NSE
Goodluck India,GOODLUCK,NSE
Sprayking Ltd,540079,BSE
Go Fashion (I),GOCOLORS,NSE
Integrated Perso,IPSL,NSE
Haria Apparels,538081,BSE
Morepen Labs.,MOREPENLAB,NSE
Committed Cargo,COMMITTED,NSE
Sotac Pharma.,SOTAC,NSE
Raunaq Intl.,537840,BSE
Aptus Value Hou.,APTUS,NSE
Butterfly Gan Ap,BUTTERFLY,NSE
Concord Enviro,CEWATER,NSE
Shalibhadra Fin.,511754,BSE
Genesys Intl.,GENESYS,NSE
Jupiter Info.,534623,BSE
Kalyan Jewellers,KALYANKJIL,NSE
Raaj Medisafe,524502,BSE
India Finsec,535667,BSE
Datamatics Glob.,DATAMATICS,NSE
Innovators,541353,BSE
Krishna Institu.,KIMS,NSE
Jay Jalaram Tech,KORE,NSE
Gujarat Hotels,507960,BSE
NDA Securities,511535,BSE
Meera Industries,540519,BSE
New Swan,544082,BSE
Sunshield Chem.,530845,BSE
JNK,JNKINDIA,NSE
Sarla Performanc,SARLAPOLY,NSE
F Mec Intl. Fin.,539552,BSE
Rudrabhish. Ent.,REPL,NSE
Popular Found.,544259,BSE
360 ONE,360ONE,NSE
OCCL,OCCLLTD,NSE
Cohance Life,COHANCE,NSE
Artemis Medicare,ARTEMISMED,NSE
Max Healthcare,MAXHEALTH,NSE
First Custodian,511122,BSE
Sr.Rayala.Hypo,SRHHYPOLTD,NSE
Surbhi Industrie,514260,BSE
Wim Plast,526586,BSE
ISGEC Heavy,ISGEC,NSE
Balmer Lawrie,BALMLAWRIE,NSE
Krishival Foods,KRISHIVAL,NSE
Hindalco Inds.,HINDALCO,NSE
Jullundur Motor,JMA,NSE
Amanta Healthcar,AMANTA,NSE
Tata Comm,TATACOMM,NSE
Dilip Buildcon,DBL,NSE
Enfuse Solutions,ENFUSE,NSE
Durlax Top,DURLAX,NSE
Navneet Educat.,NAVNETEDUL,NSE
KN Agri Resource,KNAGRI,NSE
Ritco Logistics,RITCO,NSE
Global Pet Indus,GLOBALPET,NSE
Diffusion Eng,DIFFNKG,NSE
AD Manum Finance,511359,BSE
Ipca Labs.,IPCALAB,NSE
Osia Hyper Reta.,OSIAHYPER,NSE
Rail Vikas,RVNL,NSE
Rishi Laser,526861,BSE
Apollo Finvest,512437,BSE
Dolphin Offshore,DOLPHIN,NSE
Jasch Industries,500220,BSE
Voith Paper,522122,BSE
Strides Pharma,STAR,NSE
Vertoz,VERTOZ,NSE
AJC Jewel,544425,BSE
Oceanic Foods,540405,BSE
Prospect Consum.,543814,BSE
Metropolis Healt,METROPOLIS,NSE
Zeal Aqua,539963,BSE
Innova Captab,INNOVACAP,NSE
CSL Finance,CSLFINANCE,NSE
Winsome Textile,514470,BSE
SMC Global Sec.,SMCGLOBAL,NSE
Omfurn India,OMFURN,NSE
Infinium Pharma,INFINIUM,NSE
Shri Venkatesh,543373,BSE
Divine Power,DPEL,NSE
Hawa Engineers,539176,BSE
Vishwas Agri,VISHWAS,NSE
Talbros Engg.,538987,BSE
Helpage Finlease,539174,BSE
Motisons Jewel,MOTISONS,NSE
Jungle Camps,544304,BSE
Larsen & Toubro,LT,NSE
Amber Enterp.,AMBER,NSE
HPL Electric,HPL,NSE
Sheel Bio.,SHEEL,NSE
Shiv Texchem,544272,BSE
Mangalam World.,MWL,NSE
Apis India,506166,BSE
Balgopal Commer.,539834,BSE
Welspun Living,WELSPUNLIV,NSE
Mallcom (India),MALLCOM,NSE
Optiemus Infra.,OPTIEMUS,NSE
Akme Fintrade,AFIL,NSE
Cospower Engine.,543172,BSE
NELCO,NELCO,NSE
Remsons Ind,REMSONSIND,NSE
Agro Phos India,AGROPHOS,NSE
Ascom Leasing &,ASCOM,NSE
Empire Inds.,509525,BSE
Canarys Automa.,CANARYS,NSE
Prolife Indust.,PROLIFE,NSE
Veljan Denison,505232,BSE
Hindustan Foods,HNDFDS,NSE
Bharat Rasayan,BHARATRAS,NSE
Gensol Engineer.,GENSOL,NSE
MMP Industries,MMP,NSE
GNA Axles,GNA,NSE
Felix Industries,FELIX,NSE
Logica Infoway,543746,BSE
Ratnaveer Precis,RATNAVEER,NSE
Belrise Industri,BELRISE,NSE
EP Biocomposites,543595,BSE
Kaynes Tech,KAYNES,NSE
Kahan Packaging,543979,BSE
Ashok Leyland,ASHOKLEY,NSE
S P Apparels,SPAL,NSE
Mauria Udyog,539219,BSE
Optimus Finance,531254,BSE
Shree Karni,SHREEKARNI,NSE
Consecutive Commodities,539091,BSE
Rajratan Global,RAJRATAN,NSE
Anya Polytech &,ANYA,NSE
Autoline Industr,AUTOIND,NSE
JBM Auto,JBMA,NSE
ABS Marine,ABSMARINE,NSE
Chemtech Indust.,537326,BSE
Rashi Peripheral,RPTECH,NSE
Aurobindo Pharma,AUROPHARMA,NSE
TruAlt Bioenergy,TRUALT,NSE
Naman Industries Proxima,NAMAN,NSE
Qgo Finance,538646,BSE
Trishakti Indus,531279,BSE
Uday Jewellery,539518,BSE
Parag Milk Foods,PARAGMILK,NSE
Sterling Tools,STERTOOLS,NSE
Brigade Hotel,BRIGHOTEL,NSE
Mohini Health,MHHL,NSE
KDDL Ltd,KDDL,NSE
Haz.Multi Proj.,532467,BSE
RKEC Projects,RKEC,NSE
Hariom Pipe,HARIOMPIPE,NSE
Shanti Educat.,539921,BSE
Nephrocare Health Services,NEPHROPLUS,NSE
Simm. Marshall,507998,BSE
DMCC Speciality,DMCC,NSE
Filatex India,FILATEX,NSE
Shankar Lal Ram.,SRD,NSE
G M D C,GMDCLTD,NSE
Labelkraft Tech.,543830,BSE
GAIL (India),GAIL,NSE
Focus Lighting,FOCUS,NSE
Veekayem Fash.,VEEKAYEM,NSE
Sai Life,SAILIFE,NSE
Sharda Ispat,513548,BSE
Vaibhav Global,VAIBHAVGBL,NSE
Pyramid Technopl,PYRAMID,NSE
Sadbhav Infra.,SADBHIN,NSE
J K Cements,JKCEMENT,NSE
Yatharth Hospit.,YATHARTH,NSE
Jaysynth Orgo,524592,BSE
Apollo Micro Sys,APOLLO,NSE
VMS TMT,VMSTMT,NSE
Arfin India,ARFIN,NSE
Parnax Lab,506128,BSE
G R Infraproject,GRINFRA,NSE
Esprit Stones,ESPRIT,NSE
Ashapura Logi.,ASHALOG,NSE
Seshachal Tech.,531794,BSE
M & M,M&M,NSE
Aptech,APTECHT,NSE
JSW Infrast,JSWINFRA,NSE
Sambhv Steel,SAMBHV,NSE
Denis Chem Lab,537536,BSE
PNC Infratech,PNCINFRA,NSE
Paramatrix Tech.,PARAMATRIX,NSE
United Breweries,UBL,NSE
Shanti Spintex,544059,BSE
Supreme Facility,SFML,NSE
Container Corpn.,CONCOR,NSE
GE Shipping Co,GESHIP,NSE
Bosch Home Comfort,BOSCH-HCIL,NSE
Medico Intercon.,539938,BSE
Technichem Org.,544327,BSE
Sri Ramakr. Mill,521178,BSE
Adani Ports,ADANIPORTS,NSE
Jindal Photo,JINDALPHOT,NSE
Sattva Sukun,539519,BSE
A2Z Infra Engg.,A2ZINFRA,NSE
Ashapuri Gold,542579,BSE
Patels Airtemp,517417,BSE
AXISCADES Tech.,AXISCADES,NSE
Aeroflex Enter.,AEROENTER,NSE
Ethos,ETHOSLTD,NSE
Thangamayil Jew.,THANGAMAYL,NSE
DCM Shriram Inds,DCMSRIND,NSE
Signet Industrie,SIGIND,NSE
Platinumone Bus.,543352,BSE
Paradeep Phosph.,PARADEEP,NSE
Raj Oil Mills,ROML,NSE
Laxmi India Fin.,LAXMIINDIA,NSE
Vippy Spinpro,514302,BSE
Kirloskar Oil,KIRLOSENG,NSE
Suyog Telematics,SUYOG,NSE
Samvardh. Mothe.,MOTHERSON,NSE
Riddhi Corporate,540590,BSE
Radiowalla,RADIOWALLA,NSE
Panch.Organics,531726,BSE
Epic Energy,530407,BSE
BMW Ventures,BMWVENTLTD,NSE
Raasi Refractor,502271,BSE
Shigan Quantum,SHIGAN,NSE
Unilex Colour &C,UNILEX,NSE
Swasth Foodtech,544368,BSE
MRF,MRF,NSE
Regent Enterp.,512624,BSE
Escorts Kubota,ESCORTS,NSE
Ashnoor Textile,507872,BSE
Radaan Media.,RADAAN,NSE
HP Adhesives,HPAL,NSE
Mehai Technology,540730,BSE
5paisa Capital,5PAISA,NSE
Orkla India,ORKLAINDIA,NSE
Garg Furnace,530615,BSE
AMJ Land Holdin.,AMJLAND,NSE
Abhishek Integr.,AILIMITED,NSE
Sejal Glass,SEJALLTD,NSE
Indo Count Inds.,ICIL,NSE
Syngene Intl.,SYNGENE,NSE
Donear Inds.,DONEAR,NSE
GRM Overseas,GRMOVER,NSE
K K Silk Mills,544624,BSE
Ovobel Foods,530741,BSE
Guj. Inject(Ker),524238,BSE
Bharti Airtel,BHARTIARTL,NSE
D & H India,517514,BSE
Sharanam Infra,539584,BSE
Artefact Project,531297,BSE
Sadhav Shipping,SADHAV,NSE
Indbank Merchant,INDBANK,NSE
Sonam,SONAMLTD,NSE
Resourceful Auto,544236,BSE
Nalin Lease Fin.,531212,BSE
Bharat Wire,BHARATWIRE,NSE
Sansera Enginee.,SANSERA,NSE
Aditya Ultra,AUSL,NSE
Kataria Indust.,KATARIA,NSE
Electrost.Cast.,ELECTCAST,NSE
Scan Projects,531797,BSE
Stovec Inds.,504959,BSE
Brigade Enterpr.,BRIGADE,NSE
Healthy Life,543546,BSE
Barflex Polyfilm,BARFLEX,NSE
Transglobe Foods,519367,BSE
General Insuranc,GICRE,NSE
Arman Financial,ARMANFIN,NSE
Creative Casting,539527,BSE
Khandelwal Extra,519064,BSE
Avishkar Infra,508929,BSE
Edelweiss.Fin.,EDELWEISS,NSE
Moksh Ornaments,MOKSH,NSE
Sula Vineyards,SULA,NSE
BCL Industries,BCLIND,NSE
Sizemasters Tech,513496,BSE
HCP Plastene,526717,BSE
Samrat Pharma,530125,BSE
Shree TirupatiBa,BALAJEE,NSE
Choksi Asia,530427,BSE
Aegis Logistics,AEGISLOG,NSE
Worth Peripheral,WORTHPERI,NSE
Nitin Spinners,NITINSPIN,NSE
IST,508807,BSE
Muthoot Finance,MUTHOOTFIN,NSE
Duncan Engg.,504908,BSE
Gufic BioScience,GUFICBIO,NSE
GMR Urban,GMRP&UI,NSE
Knowledge Realty,KRT,NSE
Western Carriers,WCIL,NSE
Lead Reclaim,LRRPL,NSE
Indogulf Cropsci,IGCL,NSE
CCL Products,CCL,NSE
Sarveshwar Foods,SARVESHWAR,NSE
Paisalo Digital,PAISALO,NSE
Hatsun Agro,HATSUN,NSE
Advanced Enzyme,ADVENZYMES,NSE
Prima Plastics,530589,BSE
Vishal Mega Mart,VMM,NSE
Aarti Drugs,AARTIDRUGS,NSE
GMM Pfaudler,GMMPFAUDLR,NSE
Subam Papers,544267,BSE
Jubilant Food.,JUBLFOOD,NSE
Aritas Vinyl,544683,BSE
SKM Egg Prod.,SKMEGGPROD,NSE
Manba Finance,MANBA,NSE
Adit.Birla Money,BIRLAMONEY,NSE
Sharp Chucks and,SCML,NSE
Alembic Pharma,APLLTD,NSE
Panache Digilife,PANACHE,NSE
Narmada Agrobase,NARMADA,NSE
Jainam Ferro,JAINAM,NSE
Emerald Tyre,ETML,NSE
Arvind Ltd,ARVIND,NSE
India Pesticides,IPL,NSE
Kansai Nerolac,KANSAINER,NSE
Unison Metals,538610,BSE
Kotyark Indust.,KOTYARK,NSE
AastamangalamFin,511764,BSE
One Point One,ONEPOINT,NSE
Goodyear India,GOODYEAR,NSE
JTL Industries,JTLIND,NSE
Gennex Lab.,531739,BSE
Balurghat Tech,520127,BSE
K C P,KCP,NSE
Zaggle Prepaid,ZAGGLE,NSE
Lemon Tree Hotel,LEMONTREE,NSE
Upsurge Seeds,USASEEDS,NSE
Techera Enginee.,TECHERA,NSE
Kandarp Digi,KANDARP,NSE
Huhtamaki India,HUHTAMAKI,NSE
Balaxi Pharma,BALAXI,NSE
Adtech Systems,544185,BSE
PVV Infra Ltd,536659,BSE
Latteys Industri,LATTEYS,NSE
Rex Sealing,543744,BSE
Zenith Drugs,ZENITHDRUG,NSE
AWFIS Space,AWFIS,NSE
Rajputana Invest,539090,BSE
Oil India,OIL,NSE
Kretto Syscon,531328,BSE
Modi's Navnirman,MODIS,NSE
Lactose (India),524202,BSE
M K Proteins,MKPL,NSE
W H Brady,501391,BSE
Best Agrolife,BESTAGRO,NSE
Kapston Services,KAPSTON,NSE
Salzer Electron.,SALZERELEC,NSE
Expo Engineering,526614,BSE
AVT Natural Prod,AVTNPL,NSE
Annapurna Swadi.,ANNAPURNA,NSE
EMA Partners,EMAPARTNER,NSE
Jindal Poly Inve,JPOLYINVST,NSE
LWS Knitwear,531402,BSE
Manglam Infra,MIEL,NSE
Quest Flow,543982,BSE
Honda India,HONDAPOWER,NSE
Apcotex Industri,APCOTEXIND,NSE
Atul,ATUL,NSE
Archean Chemical,ACI,NSE
BF Utilities,BFUTILITIE,NSE
Vinny Overseas,VINNY,NSE
JK Tyre & Indust,JKTYRE,NSE
Power Grid Corpn,POWERGRID,NSE
Alkosign,543453,BSE
Monte Carlo Fas.,MONTECARLO,NSE
Sharma E I Hosp.,524548,BSE
Jay Ushin,513252,BSE
Metal Coatings,531810,BSE
Avalon Tech,AVALON,NSE
Manomay Tex Indi,MANOMAY,NSE
Suraj,SURAJLTD,NSE
Comfort Comtrade,534691,BSE
Enbee Trade,512441,BSE
Zuari Agro Chem.,ZUARI,NSE
Grob Tea Co,GROBTEA,NSE
Tejnaksh Health.,539428,BSE
Magadh Sugar,MAGADSUGAR,NSE
Aye Finance,AYE,NSE
Gilada Finance,538788,BSE
RattanIndia Ent,RTNINDIA,NSE
Tyche Industries,532384,BSE
Team Lease Serv.,TEAMLEASE,NSE
Ajmera Realty,AJMERA,NSE
Minda Corp,MINDACORP,NSE
Kirl. Ferrous,KIRLFER,NSE
Virtuoso Optoel.,543597,BSE
Rubfila Intl.,RUBFILA,NSE
Dollar Industrie,DOLLAR,NSE
Whirlpool India,WHIRLPOOL,NSE
Cont. Securities,538868,BSE
Maheshwari Logi.,MAHESHWARI,NSE
Le Travenues,IXIGO,NSE
Emmessar Biotech,524768,BSE
AVG Logistics,AVG,NSE
Mufin Green,MUFIN,NSE
INDIA SHELTE FIN,INDIASHLTR,NSE
Precot,PRECOT,NSE
Retaggio Indust.,544391,BSE
Jayaswal Neco,JAYNECOIND,NSE
Jayant Agro Org.,JAYAGROGN,NSE
Saroja Pharma In,SAROJA,NSE
RACL Geartech,RACLGEAR,NSE
Lux Industries,LUXIND,NSE
DB Intl.Stock,DBSTOCKBRO,NSE
HLE Glascoat,HLEGLAS,NSE
VST Till. Tract.,VSTTILLERS,NSE
Krsnaa Diagnost.,KRSNAA,NSE
Dar Credit & Cap,DCCL,NSE
Gujarat Poly,517288,BSE
Paramount Specia,PSFL,NSE
D P Wires,DPWIRES,NSE
Borosil,BOROLTD,NSE
Dhruva Cap.Serv.,531237,BSE
Asahi India Glas,ASAHIINDIA,NSE
T.V. Today Netw.,TVTODAY,NSE
Lehar Footwears,532829,BSE
V R Infraspace,VR,NSE
ABans Enterprise,512165,BSE
Suratwwala Busi.,SBGLP,NSE
Aristo Bio-Tech,ARISTO,NSE
Mold-Tek Pack.,MOLDTKPAC,NSE
SBEC Sugar,532102,BSE
Usha Financial,USHAFIN,NSE
Tirupati Forge,TIRUPATIFL,NSE
Wardwizard Inno.,538970,BSE
Sai Silks,KALAMANDIR,NSE
Greenply Industr,GREENPLY,NSE
India Glycols,INDIAGLYCO,NSE
Uniparts India,UNIPARTS,NSE
Rama Vision,523289,BSE
Kalyani Forge,KALYANIFRG,NSE
Hind.Oil Explor.,HINDOILEXP,NSE
Brightcom Group,BCG,NSE
Sandhar Tech,SANDHAR,NSE
SRG Housing,SRGHFL,NSE
SRF,SRF,NSE
Dutron Polymers,517437,BSE
Simran Farms,519566,BSE
Arisinfra Solu.,ARIS,NSE
Rudra Global,RUDRA,NSE
Ducon Tech,DUCON,NSE
Rulka,RULKA,NSE
Capital Trust,CAPTRUST,NSE
Excellent Wires,EXCELLENT,NSE
Azad Engineering,AZAD,NSE
G S Auto Intl.,513059,BSE
ERIS Lifescience,ERIS,NSE
S D Retail,SDREAMS,NSE
Conart Engineers,522231,BSE
SMS Pharma.,SMSPHARMA,NSE
MANGALAM SEEDS,539275,BSE
BEW Engg,BEWLTD,NSE
Bharat Forge,BHARATFORG,NSE
Three M Paper,544214,BSE
Mangal Credit,MANCREDIT,NSE
Organic Recyclin,543997,BSE
Solitaire Mach.,522152,BSE
Niks Technology,543282,BSE
Onyx Biotec,ONYX,NSE
VMS Industries,533427,BSE
Harsha Engg Intl,HARSHA,NSE
Maan Aluminium,MAANALU,NSE
Kizi Apparels,544221,BSE
Bajel Projects,BAJEL,NSE
Shalimar Wires,532455,BSE
Star Housing Fin,539017,BSE
Antony Waste han,AWHCL,NSE
Richa Info,RICHA,NSE
Moongipa Capital,530167,BSE
JITF Infra Logis,JITFINFRA,NSE
Jay Kailash,544160,BSE
Deep Industries,DEEPINDS,NSE
Crop Life Scienc,CLSL,NSE
Shyam Metalics,SHYAMMETL,NSE
Fractal Analyt.,FRACTAL,NSE
Jagan Lamps,530711,BSE
Sportking India,SPORTKING,NSE
O N G C,ONGC,NSE
7Seas Enter.,540874,BSE
Centum Electron,CENTUM,NSE
Future Consumer,FCONSUMER,NSE
T B Z,TBZ,NSE
Dharmaj Crop,DHARMAJ,NSE
Kanpur Plastipa.,KANPRPLA,NSE
Apeejay Surrend.,PARKHOTELS,NSE
NIS Management,544495,BSE
Star Health Insu,STARHEALTH,NSE
Leela Palaces Hotels,THELEELA,NSE
Mohit Paper Mill,530169,BSE
Roopa Industries,530991,BSE
Fortis Health.,FORTIS,NSE
SKP Bearing,SKP,NSE
Marathon Nextgen,MARATHON,NSE
Viaz Tyres,VIAZ,NSE
Bambino Agro Ind,519295,BSE
ICICI Pru Life,ICICIPRULI,NSE
Perfectpac,526435,BSE
Moschip Tech.,MOSCHIP,NSE
Foods & Inns,FOODSIN,NSE
Chatha Foods,544151,BSE
Indian Hume Pipe,INDIANHUME,NSE
Dev Accele.,DEVX,NSE
Pasupati Acrylon,PASUPTAC,NSE
Parmeshwari Silk,540467,BSE
Gland Pharma,GLAND,NSE
Sharat Industrie,519397,BSE
Faze Three,FAZE3Q,NSE
M M Forgings,MMFL,NSE
Samrat Forgings,543229,BSE
Hi-Green Carbon,HIGREEN,NSE
Rane (Madras),RML,NSE
India Gelatine,531253,BSE
Satin Creditcare,SATIN,NSE
Nukleus Office,544370,BSE
ICDS,ICDSLTD,NSE
Machino Plastics,523248,BSE
Flomic Global,504380,BSE
Genomic Valley,539206,BSE
KRBL,KRBL,NSE
TCC Concept,512038,BSE
Uttam Sug.Mills,UTTAMSUGAR,NSE
Deco-Mica,531227,BSE
Manaksia,MANAKSIA,NSE
PCBL Chemical,PCBL,NSE
HMA Agro Inds.,HMAAGRO,NSE
Swiss Military,523558,BSE
SDC Techmedia,535647,BSE
Everest Kanto,EKC,NSE
Pashupati Cotsp.,PASHUPATI,NSE
Amiable Logistic,AMIABLE,NSE
Sakthi Sugars,SAKHTISUG,NSE
Dhanashree Elect,542679,BSE
Haleos Labs Limited,HALEOSLABS,NSE
Sainik Finance,530265,BSE
Arex Industries,526851,BSE
Asian Hotels (E),AHLEAST,NSE
Alcokraft Dist.,ALCODIS,NSE
Munjal Auto Inds,MUNJALAU,NSE
Sanstar,SANSTAR,NSE
Kama Holdings,532468,BSE
Active Clothing,541144,BSE
Craftsman Auto,CRAFTSMAN,NSE
Shreenath Paper,544372,BSE
Orient Beverages,507690,BSE
Ventive Hospital,VENTIVE,NSE
Bliss GVS Pharma,BLISSGVS,NSE
Protean eGov,PROTEAN,NSE
Ceejay Finance,530789,BSE
South West Pinn.,SOUTHWEST,NSE
DRA Consultants,540144,BSE
Navin Fluo.Intl.,NAVINFLUOR,NSE
Artemis Electri.,542670,BSE
Technopack Poly.,543656,BSE
Pritika Engineer,PRITIKA,NSE
Swasti Vin. Art,512257,BSE
Parin Enterpris.,PARIN,NSE
Syrma SGS Tech.,SYRMA,NSE
Intl. Combustion,505737,BSE
United Van Der,522091,BSE
Sh.Pushkar Chem.,SHREEPUSHK,NSE
Bajaj Electrical,BAJAJELEC,NSE
Dhampur.Spl.Sug.,531923,BSE
Ircon Intl.,IRCON,NSE
Allcargo Termi,ATL,NSE
Mukka Proteins,MUKKA,NSE
GDL Leasing,530855,BSE
Riddhi Steel,540082,BSE
Alicon Cast.,ALICON,NSE
Citichem India,544324,BSE
TTK Prestige,TTKPRESTIG,NSE
SBFC Finance,SBFC,NSE
Chembond Materi.,CHEMBOND,NSE
Haldyn Glass,515147,BSE
Alfa Transformer,517546,BSE
Inox Wind,INOXWIND,NSE
The Hi-Tech Gear,HITECHGEAR,NSE
PTC India,PTC,NSE
Somany Ceramics,SOMANYCERA,NSE
Essen Speciality,ESFL,NSE
PropshareTitania,544462,BSE
Shetron,526137,BSE
Ambika Cotton,AMBIKCO,NSE
West Coast Paper,WSTCSTPAPR,NSE
Guj. Ambuja Exp,GAEL,NSE
Sylvan Plyboard,SYLVANPLY,NSE
Apollo Tyres,APOLLOTYRE,NSE
Bajaj Healthcare,BAJAJHCARE,NSE
Mold-Tek Technol,MOLDTECH,NSE
Akanksha Power,AKANKSHA,NSE
Italian Edibles,ITALIANE,NSE
Sterling Powerg.,513575,BSE
Aadhar Hsg. Fin.,AADHARHFC,NSE
Heidelberg Cem.,HEIDELBERG,NSE
Vishnu Prakash R,VPRPL,NSE
Finkurve Fin.,FINKURVE,NSE
Narbada Gems,519455,BSE
Senores Pharma.,SENORES,NSE
Bihar Sponge,500058,BSE
Shivam Chemicals,544165,BSE
DCM Shriram,DCMSHRIRAM,NSE
Commerl. Synbags,COMSYN,NSE
Kuantum Papers,KUANTUM,NSE
Bizotic Commer.,543926,BSE
Phoenix Overseas,PHOGLOBAL,NSE
Bajaj Finance,BAJFINANCE,NSE
Home First Finan,HOMEFIRST,NSE
Maiden Forgings,543874,BSE
SG Mart,SGMART,NSE
RPSG Ventures,RPSGVENT,NSE
