Name,Symbol,Exchange
Kesar Petroprod.,524174,BSE
Axis Bank,AXISBANK,NSE
Excel Industries,EXCELINDUS,NSE
CSB Bank,CSBBANK,NSE
Worth Investment,538451,BSE
Uma Converter,UMA,NSE
Birla Corpn.,BIRLACORPN,NSE
Westlife Food,WESTLIFE,NSE
Amrapali Inds.,526241,BSE
Sancode Tech.,543897,BSE
Diligent Indust.,531153,BSE
Spenta Intl.,526161,BSE
RHI Magnesita,RHIM,NSE
S.A.L Steel,SALSTEEL,NSE
Indo Euro Indch.,524458,BSE
Confidence Fut.,539991,BSE
H. S. India,532145,BSE
Indian CardCloth,INDIANCARD,NSE
Seshasayee Paper,SESHAPAPER,NSE
Capital Small,CAPITALSFB,NSE
Mega Corp.,531417,BSE
Federal Bank,FEDERALBNK,NSE
Binayaka Tex Pr,523054,BSE
GOCL Corpn.,GOCLCORP,NSE
SPP Polymer,SPPPOLY,NSE
Chemcon Special.,CHEMCON,NSE
Cargosol Logist.,543621,BSE
Aegis Vopak Term,AEGISVOPAK,NSE
Stanpacks(India),530931,BSE
Suryalak. Cott.,SURYALAXMI,NSE
Sharpline Broadc,543341,BSE
Kovil. Lak. Rol.,507598,BSE
East WestFreight,540006,BSE
Gamco Ltd,540097,BSE
Mandeep Auto,MANDEEP,NSE
Kalana Ispat,KALANA,NSE
Mangalam Industr,537800,BSE
T N Petro Prod.,TNPETRO,NSE
Elin Electronics,ELIN,NSE
Smartworks Cowor,SMARTWORKS,NSE
Lords Ishwar,530065,BSE
Nath Bio-Genes,NATHBIOGEN,NSE
Eyantra Ventures,512099,BSE
Galactico Corpo.,542802,BSE
Agni Green,AGNI,NSE
HCKK Ventures,539224,BSE
Birla Precision,522105,BSE
GMR Airports,GMRAIRPORT,NSE
Clara Industries,543435,BSE
Ajooni Biotech,AJOONI,NSE
Tarsons Products,TARSONS,NSE
Alembic,ALEMBICLTD,NSE
Dollex Agrotech,DOLLEX,NSE
Desh Rakshak,531521,BSE
Singer India,505729,BSE
Shyamkamal Inv,505515,BSE
National Standar,504882,BSE
Vedant Asset,543623,BSE
City Union Bank,CUB,NSE
Swadeshi Inds,506863,BSE
Mahindra EPC,MAHEPC,NSE
Equitas Sma. Fin,EQUITASBNK,NSE
Comrade Applian.,543921,BSE
Avi Ansh,AVIANSH,NSE
Ramkrishna Forg.,RKFORGE,NSE
SG Finserve,SGFIN,NSE
Transworld Shipp,TRANSWORLD,NSE
ABC India,520123,BSE
CIAN Agro,519477,BSE
Rel. Chemotex,RELCHEMQ,NSE
Veefin Solutions,543931,BSE
PNB Gilts,PNBGILTS,NSE
Gillanders Arbut,GILLANDERS,NSE
Canara Bank,CANBK,NSE
Indostar Capital,INDOSTAR,NSE
ACS Tech,530745,BSE
Raj Rayon Inds.,RAJRILTD,NSE
IDBI Bank,IDBI,NSE
Shubham Polyspin,542019,BSE
Variman Global,540570,BSE
Medicamen Biotec,MEDICAMEQ,NSE
S A I L,SAIL,NSE
Proventus Agro.,PROV,NSE
Baba Food,BABAFP,NSE
RDB Infrastruc.,533285,BSE
IFB Agro Inds.,IFBAGRO,NSE
Rama Steel Tubes,RAMASTEEL,NSE
Colinz Labs,531210,BSE
Kirloskar Indus.,KIRLOSIND,NSE
Union Bank (I),UNIONBANK,NSE
NCL Industries,NCLIND,NSE
Shree Cement,SHREECEM,NSE
Olympia Industri,521105,BSE
Davangere Sugar,DAVANGERE,NSE
Real Eco-Energy,530053,BSE
Abhinav Leasing,538952,BSE
Chemcrux Enterp.,540395,BSE
Vardhman Acrylic,VARDHACRLC,NSE
Vital Chemtech,VITAL,NSE
Hamps Bio,544312,BSE
North Eastn.Car.,NECCLTD,NSE
Asian Hotels (N),ASIANHOTNR,NSE
Global Vectra,GLOBALVECT,NSE
Richfield Fin,539435,BSE
NOCIL,NOCIL,NSE
Orient Green,GREENPOWER,NSE
Primo Chemicals,PRIMO,NSE
Rainbow Foundat.,531694,BSE
Soni Medicare,539378,BSE
Fino Payments,FINOPB,NSE
Dipna Pharmachem,543594,BSE
N D Metal Inds.,512024,BSE
Sangam India,SANGAMIND,NSE
Naksh Precious,539402,BSE
Art Nirman Ltd,ARTNIRMAN,NSE
BIGBLOC Const.,BIGBLOC,NSE
Titan Intech,521005,BSE
VJTF Eduservices,509026,BSE
Anupam Finserv,530109,BSE
Triliance Poly,509046,BSE
Shardul Sec.,512393,BSE
Varyaa Creations,544168,BSE
Praveg,531637,BSE
BLB,BLBLIMITED,NSE
Emami Paper,EMAMIPAP,NSE
HDFC Life Insur.,HDFCLIFE,NSE
Cravatex,509472,BSE
Godrej Propert.,GODREJPROP,NSE
Kamdhenu Venture,KAMOPAINTS,NSE
Superior Indus.,519234,BSE
Dhunseri Vent.,DVL,NSE
PC Jeweller,PCJEWELLER,NSE
V B Desai Fin.,511110,BSE
Key Corp,507948,BSE
Kesar Terminals,533289,BSE
Amforge Inds.,513117,BSE
Candour Techtex,522292,BSE
Bindal Exports L,540148,BSE
Mindspace Busine,MINDSPACE,NSE
Pace E-Commerce,543637,BSE
Basant Agro Tech,524687,BSE
DLF,DLF,NSE
IL&FS Inv.Manag.,IVC,NSE
South Ind.Bank,SOUTHBANK,NSE
Innovative Tech,523840,BSE
Nath Industries,502587,BSE
JSW Energy,JSWENERGY,NSE
Atul Auto,ATULAUTO,NSE
BAG Films,BAGFILMS,NSE
SBI,SBIN,NSE
IndusInd Bank,INDUSINDBK,NSE
Nahar Poly,NAHARPOLY,NSE
Albert David,ALBERTDAVD,NSE
Kuwer Industries,530421,BSE
Ester Industries,ESTER,NSE
Piramal Pharma,PPLPHARMA,NSE
Guj Inds. Power,GIPCL,NSE
Ganga Papers,531813,BSE
Asia Capital,538777,BSE
Sobha,SOBHA,NSE
Sarthak Global,530993,BSE
DIC India,DICIND,NSE
MSP Steel & Pow.,MSPL,NSE
Gconnect Logitec,544156,BSE
GSB Finance,511543,BSE
Devyani Intl.,DEVYANI,NSE
Nouveau Global,531465,BSE
Scan Steels,511672,BSE
Assam Entrade,542911,BSE
Aarey Drugs,AAREYDRUGS,NSE
Indian Bank,INDIANB,NSE
Pansari Develop.,PANSARI,NSE
Yes Bank,YESBANK,NSE
Capital India,CIFL,NSE
Karnataka Bank,KTKBANK,NSE
Kaushalya Infra.,KAUSHALYA,NSE
Aarti Industries,AARTIIND,NSE
Punjab Natl.Bank,PNB,NSE
TCM,524156,BSE
Hardcast.& Waud,509597,BSE
Juniper Hotels,JUNIPER,NSE
Gulshan Polyols,GULPOLY,NSE
Bank of Baroda,BANKBARODA,NSE
Sunteck Realty,SUNTECK,NSE
Biocon,BIOCON,NSE
Quicktouch Tech,QUICKTOUCH,NSE
Milkfood,507621,BSE
Unichem Labs.,UNICHEMLAB,NSE
Rotographics (I),539922,BSE
IDFC First Bank,IDFCFIRSTB,NSE
VIP Clothing,VIPCLOTHNG,NSE
Intrasoft Tech.,ISFT,NSE
Aayush Art,540718,BSE
Kanungo Financi.,540515,BSE
Neeraj Paper Mkt,539409,BSE
Precision Camshf,PRECAM,NSE
Wires & Fabriks,507817,BSE
G S F C,GSFC,NSE
Bank of India,BANKINDIA,NSE
Media Matrix,512267,BSE
Orient Ceratech,ORIENTCER,NSE
Prime Property,530695,BSE
Nidan Laborator.,NIDAN,NSE
Arrowhead Sepera,544025,BSE
Polson,507645,BSE
Zydus Wellness,ZYDUSWELL,NSE
J & K Bank,J&KBANK,NSE
Reliance Power,RPOWER,NSE
Anna Infrastruct,530799,BSE
Greenchef Appli.,GREENCHEF,NSE
Shalby,SHALBY,NSE
Lyons Corporate,531441,BSE
Howard Hotels,526761,BSE
GE Power,GVPIL,NSE
Saakshi Medtech,SAAKSHI,NSE
SEPC,SEPC,NSE
Hampton Sky,526407,BSE
KCK Industries,KCK,NSE
Team India Guar.,TEAMGTY,NSE
Anjani Synth.,531223,BSE
Puravankara,PURVA,NSE
RBL Bank,RBLBANK,NSE
Sacheta Metals,531869,BSE
Sudarshan Chem.,SUDARSCHEM,NSE
Ahlada Engineers,AHLADA,NSE
Kriti Industries,KRITI,NSE
Comfort Intech,531216,BSE
Solara Active,SOLARA,NSE
Tai Industries,519483,BSE
Chandra Bhagat,542934,BSE
Cella Space,532701,BSE
3C IT Solutions,544190,BSE
Century Enka,CENTENKA,NSE
Pun. & Sind Bank,PSB,NSE
Shree Securities,538975,BSE
Yug Decor,540550,BSE
Shanthala FMCG,SHANTHALA,NSE
Minal Industries,522235,BSE
Lloyds Enterpris,LLOYDSENT,NSE
Mercury Trade Li,512415,BSE
Pion. Embroider.,PIONEEREMB,NSE
Dhunseri Invest.,DHUNINV,NSE
ECS Biztech,540063,BSE
I O B,IOB,NSE
Jagran Prakashan,JAGRAN,NSE
Kaira Can,504840,BSE
Konark Synth,514128,BSE
Bharat Textiles,531029,BSE
Rathi Bars,532918,BSE
Patel Integrated,PATINTLOG,NSE
Sayaji Hotels,523710,BSE
Sabar Flex India,SABAR,NSE
Sustainable Ener,SEITINVIT,NSE
GTPL Hathway,GTPL,NSE
PB Fintech.,POLICYBZR,NSE
MRC Agrotech,540809,BSE
Sadhana Nitro,SADHNANIQ,NSE
Corporate Merch,540199,BSE
Sh. Dinesh Mills,503804,BSE
C J Gelatine,507515,BSE
Apt Packaging,506979,BSE
Dhampur Sugar,DHAMPURSUG,NSE
Vakrangee,VAKRANGEE,NSE
Alfred Herbert,505216,BSE
Elegant Floricul,526473,BSE
Vertexplus Tech.,VERTEXPLUS,NSE
Lakshmi Engg.,505302,BSE
Sarthak Metals,SMLT,NSE
Santosh Fin Fab,530035,BSE
I R F C,IRFC,NSE
Dhanvantri Jeev.,531043,BSE
Shivagrico Impl.,522237,BSE
Globus Spirits,GLOBUSSPR,NSE
Muthoot Microfin,MUTHOOTMF,NSE
Kiduja India,507946,BSE
Innovative Ideal,541983,BSE
Godavari Bioref.,GODAVARIB,NSE
Amarnath Sec.,538465,BSE
Credent Global,539598,BSE
UCO Bank,UCOBANK,NSE
Nagreeka Exports,NAGREEKEXP,NSE
Sapphire Foods,SAPPHIRE,NSE
S. V. J. Enterp.,543799,BSE
Chart.Logistics,531977,BSE
Gretex Industrie,GRETEX,NSE
Supertex Inds.,526133,BSE
Bank of Maha,MAHABANK,NSE
Ramsons Projects,530925,BSE
COSCO (India),530545,BSE
IFGL Refractori.,IFGLEXPOR,NSE
Dev Labtech,543848,BSE
Zenlabs Ethica,530697,BSE
Universal Auto.,539314,BSE
Sonal Mercantile,538943,BSE
Divgi Torq,DIVGIITTS,NSE
Dynamic Industri,524818,BSE
MBL Infrast,MBLINFRA,NSE
Prec. Electronic,517258,BSE
J A Finance,543860,BSE
Orissa Bengal,OBCL,NSE
Mahindra Logis.,MAHLOG,NSE
Aartech Solonics,AARTECH,NSE
Lime Chemicals,507759,BSE
Kinetic Trust,531274,BSE
N R Agarwal Inds,NRAIL,NSE
NIIT,NIITLTD,NSE
Z F Steering,505163,BSE
HLV,HLVLTD,NSE
Chowgule Steam,501833,BSE
Fabino Enter,543444,BSE
Vivid Global,524576,BSE
PPAP Automotive,PPAP,NSE
Dalmia BharatLtd,DALBHARAT,NSE
Super Crop Safe,530883,BSE
Sicagen India,533014,BSE
Lenskart Solut.,LENSKART,NSE
Scoobee Garments,531234,BSE
Saj Hotels,SAJHOTELS,NSE
Ruby Mills,RUBYMILLS,NSE
T N Newsprint,TNPL,NSE
Kanishk Steel,513456,BSE
OneSource Speci.,ONESOURCE,NSE
Polymechplast Ma,526043,BSE
Addi Industries,507852,BSE
Bodal Chemicals,BODALCHEM,NSE
Shivalik Rasayan,SHIVALIK,NSE
Thakkers Develp.,526654,BSE
Dwarikesh Sugar,DWARKESH,NSE
Central Bank,CENTRALBK,NSE
Marinetrans Indi,MARINETRAN,NSE
Sandu Pharma.,524703,BSE
Dhanlaxmi Bank,DHANBANK,NSE
DigiSpice Tech.,DIGISPICE,NSE
SIS,SIS,NSE
Kothari Ferment.,507474,BSE
U. Y. Fincorp,UYFINCORP,NSE
Sindhu Trade,SINDHUTRAD,NSE
Virinchi,VIRINCHI,NSE
Octavius Plant.,542938,BSE
Pratik Panels,526490,BSE
Rishabh Instrum.,RISHABH,NSE
Paras Petrofils,PARASPETRO,NSE
Bimetal Bearings,505681,BSE
SignatureGlobal,SIGNATURE,NSE
Asit C Mehta Fin,530723,BSE
Jainex Aamcol,505212,BSE
Brookfield India,BIRET,NSE
Standard Surfact,526231,BSE
Jindal Poly Film,JINDALPOLY,NSE
TVS Srichakra,TVSSRICHAK,NSE
Hindustan Media,HMVL,NSE
MIRC Electronics,MIRCELECTR,NSE
Mahaveer Infoway,539383,BSE
Veritas (India),512229,BSE
Yatra Online,YATRA,NSE
Hind.Composites,HINDCOMPOS,NSE
G G Engineering,540614,BSE
W S Inds.,WSI,NSE
KG Petrochem,531609,BSE
Venmax Drugs,531015,BSE
Greencrest Finan,531737,BSE
Inani Securities,531672,BSE
Ginni Filaments,GINNIFILA,NSE
Den Networks,DEN,NSE
Deep Diamond,539559,BSE
Vashu Bhagnani,532011,BSE
Shri Keshav,530977,BSE
Sarup Industries,514412,BSE
Cineline India,CINELINE,NSE
Murudesh.Ceramic,MURUDCERA,NSE
Elpro Internatio,504000,BSE
Hindprakash Indu,HPIL,NSE
Bengal Tea & Fab,532230,BSE
Paramount Cosmet,507970,BSE
Bhagiradha Chem.,BHAGCHEM,NSE
Ponni Sug.Erode,PONNIERODE,NSE
Hiliks Technolog,539697,BSE
DCM Nouvelle,DCMNVL,NSE
Starsource Multitrade,506365,BSE
Nutech Global,531304,BSE
Nexus Select,NXST,NSE
Ashirwad Cap.,512247,BSE
Aris Interna.,531677,BSE
Mercury EV-Tech,531357,BSE
Chordia Food,519475,BSE
Palm Jewels,541444,BSE
Birla Cable,BIRLACABLE,NSE
Greaves Cotton,GREAVESCOT,NSE
BCL Enterprises,539621,BSE
Sawaca Enterpri.,531893,BSE
Robust Hotels,RHL,NSE
Service Care Ltd,SERVICE,NSE
DCX Systems,DCXINDIA,NSE
Ashish Polyplast,530429,BSE
Sintercom India,SINTERCOM,NSE
B-Right Real,543543,BSE
Swelect Energy,SWELECTES,NSE
Lords Chloro,LORDSCHLO,NSE
Baroda Rayon,500270,BSE
Digjam,DIGJAMLMTD,NSE
Eureka Forbes,EUREKAFORB,NSE
Bonlon Industrie,543211,BSE
Milton Industri.,MILTON,NSE
Esaar (India),531502,BSE
Sover. Diamonds,523826,BSE
Panchmahal Steel,513511,BSE
Parshwanath Corp,511176,BSE
Petro Carbon,PCCL,NSE
Charter. Capital,511696,BSE
Vapi Enterprise,502589,BSE
Sam Industries,532005,BSE
3i Infotech,3IINFOLTD,NSE
Jain Irrigation,JISLJALEQS,NSE
Vaishali Pharma,VAISHALI,NSE
Spectrum Talent,SPECTSTM,NSE
SJVN,SJVN,NSE
Lake Shore,519612,BSE
NTPC Green Ene.,NTPCGREEN,NSE
Riddhi Siddhi Gl,524480,BSE
Lokesh Mach.,LOKESHMACH,NSE
B H E L,BHEL,NSE
G K P Printing,542666,BSE
PCS Technology,517119,BSE
Popular Vehicles,PVSL,NSE
TVS Supply,TVSSCS,NSE
Roadstar Infra,ROADSTAR,NSE
Best Eastern Hot,508664,BSE
Emerald Leisures,507265,BSE
Mayur Floorings,531221,BSE
Inter Globe Fin,511391,BSE
C P S Shapers,CPS,NSE
Homesfy Realty,HOMESFY,NSE
Virat Industries,530521,BSE
The Ramco Cement,RAMCOCEM,NSE
Poonawalla Fin,POONAWALLA,NSE
Cell Point,CELLPOINT,NSE
Mathew Easow Res,511688,BSE
Purple Agrotech Industries,540159,BSE
Indiqube Spaces,INDIQUBE,NSE
Deem Roll-Tech,DEEM,NSE
NDR INVIT Trust,NDRINVIT,NSE
Frontline Corp.,532042,BSE
Concord Drugs,538965,BSE
Genus Paper & Bo,GENUSPAPER,NSE
Command Polymers,543843,BSE
Euro Leder Fash,526468,BSE
Integra Essentia,ESSENTIA,NSE
Ansal Housing,507828,BSE
BAMPSL Sec.,531591,BSE
OK Play India,526415,BSE
Lead Financial S,531288,BSE
Manali Petrochem,MANALIPETC,NSE
Mayur Leather,531680,BSE
Refex Renewables,531260,BSE
JSW Cement,JSWCEMENT,NSE
IndiaNivesh,501700,BSE
KCP Sugar &Inds.,KCPSUGIND,NSE
Shreeji Translog,540738,BSE
Atlantaa,ATLANTAA,NSE
BF Investment,BFINVEST,NSE
Libas Consumer,LIBAS,NSE
Rita Finance and,543256,BSE
SBL Infratech,543366,BSE
Samor Reality,543376,BSE
Coastal Corporat,COASTCORP,NSE
Aakash Explor.,AAKASH,NSE
AKI India,AKI,NSE
Sai Capital,531931,BSE
Abhinav Capital,532057,BSE
The Byke Hospi.,BYKE,NSE
Pro Fin Capital,511557,BSE
Indian Link Ch.,504746,BSE
J J Finance Corp,523062,BSE
AMD Industries,AMDIND,NSE
United Foodbrands,UFBL,NSE
Cubical Finan,511710,BSE
SPL Industries,SPLIL,NSE
United Leasing,507808,BSE
T N Steel Tubes,513540,BSE
Tokyo Plast Intl,TOKYOPLAST,NSE
Sharika Enterpr.,540786,BSE
GHCL Textiles,GHCLTEXTIL,NSE
Ajcon Global,511692,BSE
Cyber Media Ind,CYBERMEDIA,NSE
Andhra Paper,ANDHRAPAP,NSE
Rain Industries,RAIN,NSE
Bannari Amm Spg.,BASML,NSE
Nam Securities,538395,BSE
LMW,LMW,NSE
Greenpanel Inds.,GREENPANEL,NSE
Valson Industrie,530459,BSE
Rhetan TMT Ltd,RHETAN,NSE
SMT Engineering,538563,BSE
AA Plus Trade,543319,BSE
Bharat Agri Fert,531862,BSE
Guj. Petrosynth.,506858,BSE
Fine Line Cir.,517264,BSE
Uma Exports,UMAEXPORTS,NSE
Advance Lifes.,521048,BSE
Mrugesh Trading,512065,BSE
Rajshree Sugars,RAJSREESUG,NSE
Money Masters,535910,BSE
California Soft.,CALSOFT,NSE
Ekansh Concept,531364,BSE
Om Infra,OMINFRAL,NSE
Plaza Wires,PLAZACABLE,NSE
Bhilwara Tech,533108,BSE
Jiwanram Sheo,JIWANRAM,NSE
Bhakti Gems,540545,BSE
Softtech Enginee,SOFTTECH,NSE
Heranba Inds,HERANBA,NSE
India Motor Part,IMPAL,NSE
M R P L,MRPL,NSE
Roni Households,542145,BSE
Shadowfax Technologies,SHADOWFAX,NSE
Chaman Metallics,CMNL,NSE
Vivaa Tradecom,544002,BSE
United Credit,531091,BSE
Koura Fine Diamo,544139,BSE
Padmanabh Alloys,531779,BSE
S P Capital Fin.,530289,BSE
Prismx Global,501314,BSE
Gourmet Gateway,506134,BSE
Bluspring Enter.,BLUSPRING,NSE
Ashiana Agro Ind,519174,BSE
Vikram Kamats,539659,BSE
Zenith Fibres,514266,BSE
TGB Banquets,TGBHOTELS,NSE
RTS Power Corpn.,531215,BSE
C P C L,CHENNPETRO,NSE
Munoth Capital,511200,BSE
Dai-ichi Karkari,526821,BSE
Lak. Fin. & Indl,LFIC,NSE
ESAF Small Fin,ESAFSFB,NSE
Garnet Intl.,512493,BSE
Country Condo,COUNCODOS,NSE
Peninsula Land,PENINLAND,NSE
Sri KPR Inds.,514442,BSE
Amin Tannery,541771,BSE
Add-Shop E-Reta.,541865,BSE
Swastik Pipe,SWASTIK,NSE
Snowman Logistic,SNOWMAN,NSE
Makers Labs.,506919,BSE
Quadpro ITeS,QUADPRO,NSE
Tainwala Chem.,TAINWALCHM,NSE
Continental Seed,CONTI,NSE
Bengal & Assam,533095,BSE
Gajanand Inter.,GAJANAND,NSE
Ram Info,530951,BSE
Southern Latex,514454,BSE
Super Spinning,SUPERSPIN,NSE
RDB Real Estate,544346,BSE
Asian Star Co.,531847,BSE
Murae Organisor,542724,BSE
Energy InfrTrust,542543,BSE
Vilin Bio Med,VILINBIO,NSE
JMD Ventures,511092,BSE
Ras Resorts,507966,BSE
Sanginita Chemi.,SANGINITA,NSE
Quality Foils,QFIL,NSE
Jai Corp,JAICORPLTD,NSE
CitiPort Fin.,531235,BSE
Trigyn Techno.,TRIGYN,NSE
Hardwyn India,HARDWYN,NSE
Biofil Chemicals,BIOFILCHEM,NSE
Madhusudan Inds.,515059,BSE
Beryl Securities,531582,BSE
White Organic,513713,BSE
Gujarat Hy-Spin,540938,BSE
Inani Marbles,531129,BSE
Aashka Hospitals,543346,BSE
Archies,ARCHIES,NSE
Manaksia Steels,MANAKSTEEL,NSE
Shangar Decor,540259,BSE
Abirami Fin.,511756,BSE
Majestic Auto,500267,BSE
Kiran Vyapar,537750,BSE
Sahara Housing,511533,BSE
Ishan Dyes,ISHANCH,NSE
Bikewo Green,BIKEWO,NSE
Arunjyoti Bio,530881,BSE
Vantage Knowledg,539761,BSE
Ceeta Industries,514171,BSE
Panjon,526345,BSE
Teamo Production,TPHQ,NSE
United Interacti,502893,BSE
Guj. Raffia Inds,GUJRAFFIA,NSE
Dhampur Bio,DBOL,NSE
HEG,HEG,NSE
Tata Chemicals,TATACHEM,NSE
Sunil Healthcare,537253,BSE
Sunflag Iron,SUNFLAG,NSE
Enkei Wheels,533477,BSE
Centenial Surgic,531380,BSE
Universal Arts,532378,BSE
Nuvoco Vistas,NUVOCO,NSE
Cindrella Hotels,526373,BSE
Cube Highways,CUBEINVIT,NSE
Norben Tea,NORBTEAEXP,NSE
Shakti Press,526841,BSE
B.C. Power,BCP,NSE
Superhouse Ltd,SUPERHOUSE,NSE
Bombay Oxygen,509470,BSE
Energy Devl.Co.,ENERGYDEV,NSE
Mystic Electron.,535205,BSE
Bhanderi Infra.,538576,BSE
Saboo Sodium,530461,BSE
Nahar Indl. Ent.,NAHARINDUS,NSE
Gratex Industrie,526751,BSE
Prince Pipes,PRINCEPIPE,NSE
Exxaro Tiles,EXXARO,NSE
Allcargo Logist.,ALLCARGO,NSE
Kuber Udyog,539408,BSE
Ashoka Metcast,ASHOKAMET,NSE
Ashirwad Steels,526847,BSE
Digidrive Dist.,DIGIDRIVE,NSE
Cont. Controls,531460,BSE
Nahar Capital,NAHARCAP,NSE
Neelkanth Rock,531049,BSE
Trans Freight,513063,BSE
Odyssey Corpn.,531996,BSE
Vibrant Glo. Cap,538732,BSE
Adinath Textiles,514113,BSE
Bothra Metals,535279,BSE
Wockhardt,WOCKPHARMA,NSE
Befound Movement,511585,BSE
Jay Shree Tea,JAYSREETEA,NSE
Metroglobal,500159,BSE
Nahar Spinning,NAHARSPING,NSE
Capfin India,539198,BSE
DRS Cargo Movers,DRSCARGO,NSE
Yamini Invest,511012,BSE
Shantai Indust.,512297,BSE
Magnum Ventures,MAGNUM,NSE
Multipurpose Trd,504356,BSE
Sh. Karthik Pap.,516106,BSE
Kokuyo Camlin,KOKUYOCMLN,NSE
Sammaan Capital,SAMMAANCAP,NSE
Embassy Off.REIT,EMBASSY,NSE
Elegant Marbles,526705,BSE
Anjani Finance,531878,BSE
Hindware Home In,HINDWAREAP,NSE
Ramco Inds.,RAMCOIND,NSE
Precision Metal.,PRECISION,NSE
Gujarat Cotex,514386,BSE
New India Assura,NIACL,NSE
Darshan Orna,539884,BSE
SPA CAPT SER,542376,BSE
Earthstahl &All.,543765,BSE
Dhatre Udyog,540080,BSE
Machhar Industri,543934,BSE
JHS Svend.Retail,RETAIL,NSE
Andhra Sugars,ANDHRSUGAR,NSE
Archidply Inds.,ARCHIDPLY,NSE
Compucom Soft.,COMPUSOFT,NSE
Sheela Foam,SFL,NSE
Sunil Agro Foods,530953,BSE
Visaka Industrie,VISAKAIND,NSE
Thirani Projects,538464,BSE
Inventure Grow.,INVENTURE,NSE
Seasons Textiles,514264,BSE
AksharChem (I),AKSHARCHEM,NSE
AKG Exim,AKG,NSE
Sahara Maritime,544056,BSE
DHP India,531306,BSE
Aeroflex Neu,AERONEU,NSE
Shiva Suitings,521003,BSE
Jai Mata Glass,523467,BSE
Megri Soft,539012,BSE
Meghmani Organi.,MOL,NSE
Aatmaj Health,AATMAJ,NSE
Hathway Bhawani,509073,BSE
National High,NHIT,NSE
Manbro Indust.,512595,BSE
Neil Industries,539016,BSE
Nagpur Power,532362,BSE
Flora Corporatio,540267,BSE
Shivam Autotech,SHIVAMAUTO,NSE
CCL Internationa,531900,BSE
Smartlink Hold.,SMARTLINK,NSE
Kemistar Corp.,531163,BSE
Genpharmasec,531592,BSE
Ashiana Housing,ASHIANA,NSE
Diamines & Chem.,DIAMINESQ,NSE
S.M. Gold,542034,BSE
Modern Shares,509760,BSE
Acme Resources,539391,BSE
Akash InfraProj.,AKASH,NSE
Indian Wood Prod,540954,BSE
Chemfab Alka.,CHEMFAB,NSE
Narendra Prop.,531416,BSE
Prem. Synthetic,509835,BSE
Laddu Gopal,537707,BSE
Poona Dal & Oil,519359,BSE
Longspur Intl,504340,BSE
Modi Rubber,MODIRUBBER,NSE
Advent Hotels,ADVENTHTL,NSE
Phyto Chem (I),524808,BSE
Julien Agro,536073,BSE
TTI Enterprise,538597,BSE
Abhishek Finle.,538935,BSE
Magson Retail,MAGSON,NSE
Gini Silk Mills,531744,BSE
Simbhaoli Sugar,SIMBHALS,NSE
Goodricke Group,500166,BSE
Kothari Sugars,KOTARISUG,NSE
Natl. Gen. Inds.,531651,BSE
Waa Solar,541445,BSE
Hittco Tools,531661,BSE
Vikas Ecotech,VIKASECO,NSE
Archidply Decor,ADL,NSE
Hariyana Ship,526931,BSE
Jhaveri Credits,531550,BSE
Kiran Print Pack,531413,BSE
Embassy Develop,EMBDL,NSE
Ganga Pharma.,539680,BSE
India Power Corp,DPSCLTD,NSE
Hindustan Motors,HINDMOTORS,NSE
Suraj Industries,526211,BSE
Ugar Sugar Works,UGARSUGAR,NSE
Veerhealth Care,511523,BSE
Hemang Resources,531178,BSE
Swadeshi Polytex,503816,BSE
Neopolitan Pizza,544269,BSE
Ganga Forging,GANGAFORGE,NSE
Zenith Health,530665,BSE
United Textiles,521188,BSE
Gautam Exim,540613,BSE
Nutricircle,530219,BSE
Jamshri Realty,502901,BSE
UR Sugar,539097,BSE
Accedere,531533,BSE
IP Rings,523638,BSE
KEN Fin.Serv.,530547,BSE
Pacific Inds,523483,BSE
Raw Edge Indust.,541634,BSE
Terai Tea Co,530533,BSE
Garware Marine,509563,BSE
Purshottam Inves,538647,BSE
Hathway Cable,HATHWAY,NSE
Hinduja Global,HGS,NSE
Emrock Corporation,531676,BSE
La Tim Metal & I,505693,BSE
Info Edg.(India),NAUKRI,NSE
Lotus Eye Hospit,LOTUSEYE,NSE
Trejhara Solutio,TREJHARA,NSE
B&B Triplewall,BBTCL,NSE
Samyak Internati,530025,BSE
Gayatri Highways,GAYAHWS,NSE
ATV Projects,500028,BSE
Parshva Enterpr.,542694,BSE
Hind.Bio Science,532041,BSE
Porwal Auto Comp,532933,BSE
KJMC Corporate,532304,BSE
Usha Mart. Edu.,UMESLTD,NSE
Virgo Global,532354,BSE
Damodar Indust.,DAMODARIND,NSE
CL Educate,CLEDUCATE,NSE
Indag Rubber,509162,BSE
Rel. Indl. Infra,RIIL,NSE
Groarc Industrie,532315,BSE
Mena Mani Inds.,531127,BSE
Modern Threads,MODTHREAD,NSE
Tridhya Tech,TRIDHYA,NSE
Ruchi Infrastr.,RUCHINFRA,NSE
BSEL ALGO,532123,BSE
Tanvi Foods,540332,BSE
Ishan Internat.,ISHAN,NSE
Vasudhagama Ent.,539291,BSE
Capillary Tech.,CAPILLARY,NSE
Raymond Lifestyl,RAYMONDLSL,NSE
Sterlite Tech.,STLTECH,NSE
Thacker & Co.,509945,BSE
Crane Infra,538770,BSE
Prozone Realty,PROZONER,NSE
Zuari Industries,ZUARIIND,NSE
Diksat Transworl,540151,BSE
Shukra Bullions,531506,BSE
Shree Salasar,503635,BSE
Dr Lalchand. Lab,541299,BSE
Intec Capital,526871,BSE
Jeevan Scienti.,538837,BSE
